person_uuid,institution_uuid,institution_name,degree_type,subject,degree_started_on,degree_completed_on,degree_is_completed
8b767b09-db28-0968-097e-3efb8e398c96,fdae3e0c-48ce-fe66-7127-71a18db8d64b,University of South Africa,unknown,Business Economics,1978-01-01,1982-01-01,True
5f572fe4-41aa-28a6-05fa-d7af4b8958eb,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,unknown,1998-01-01,2000-01-01,True
5f572fe4-41aa-28a6-05fa-d7af4b8958eb,d61d93b4-3a6d-a1ac-7d50-8e297af8774e,Australian National University,BA,Linguistics and Pure Mathematics,1989-01-01,1993-01-01,True
9732b378-018a-da3c-2104-16d599be11e4,69baf3f5-52a2-ccef-13aa-52f9b4d11480,Utica College,BS,Computer Science,1981-01-01,1985-01-01,True
210dd1e2-4777-2d8c-33c4-427301c73349,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University,BS,electrical engineering,1985-01-01,1989-01-01,True
d5524b66-2811-cb67-0266-8cd40cd0ddd7,dcb99002-9225-c513-27c6-9002b6103bc0,Yale University,MBA,unknown,1987-01-01,1991-01-01,True
d5524b66-2811-cb67-0266-8cd40cd0ddd7,a27f8f6c-3970-49df-7535-037bac724ffc,Hebrew University of Jerusalem,BS,computer science,1982-01-01,1986-01-01,True
9f30edba-7353-0ec3-fb34-4d7eb3c21913,d596538a-9b3d-ca42-1794-16bb73055311,Pepperdine University,MBA,unknown,1995-01-01,1999-01-01,True
9f30edba-7353-0ec3-fb34-4d7eb3c21913,95179ed9-db80-e1e5-3e82-566d7e4a8073,Bar-Ilan University,BS,"Math, Computer Science",1982-01-01,1986-01-01,True
1182fbb6-4dad-fbbf-811a-c70dc913c898,52e0322d-5e37-8ca5-9baf-93e0e02fb5a7,Brown University,BA,unknown,1985-01-01,1990-01-01,True
97e0243d-9d76-275c-7167-3f28a90531fd,dcb99002-9225-c513-27c6-9002b6103bc0,Yale University,BA,American Studies,1986-01-01,1990-01-01,True
97e0243d-9d76-275c-7167-3f28a90531fd,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,MBA,unknown,1997-01-01,1998-01-01,True
6890790e-7504-7665-8d55-ffc7f97668ef,29cc430b-aa60-6f52-a62f-34805e3b848f,University of Toronto,B.Sc.,Cognitive Science,1984-01-01,1988-01-01,True
7d9bf0a1-613d-817e-f21a-edb590371f8b,6cca2a58-6c3c-9abb-5380-6de702a56710,Carnegie Mellon University,BS,Information Systems/Communication Design,2000-01-01,2004-01-01,True
7d9bf0a1-613d-817e-f21a-edb590371f8b,6cca2a58-6c3c-9abb-5380-6de702a56710,Carnegie Mellon University,MS,Information Systems Management,2001-01-01,2005-01-01,True
90d343b0-1b06-6f46-b831-75db0cfa155d,7300e89a-2e8e-23d3-3e9a-8f25b2a127f0,Wharton School of the University of Pennsylvania,B.S.,Economics,1994-01-01,1997-01-01,True
1f529727-54da-d4ae-8cc1-636a9ff3dd07,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MS,Electrical Engineering,1992-01-01,1996-01-01,True
1f529727-54da-d4ae-8cc1-636a9ff3dd07,52e0322d-5e37-8ca5-9baf-93e0e02fb5a7,Brown University,Sc.B,Electrical Engineering,1990-01-01,1994-01-01,True
b030cf7a-8cd2-6c31-928b-57c5deae7db8,630773ca-bbdf-bb41-2985-41a23ffdd01a,Harvard Business School,MBA,General Management,1994-01-01,1996-01-01,True
60b3c64f-f8f3-92cc-7595-813e169ddf69,ab588ecb-9698-9009-de26-f4a57a3756c2,DePaul University,MS,Information Systems,1994-01-01,1998-01-01,True
60b3c64f-f8f3-92cc-7595-813e169ddf69,458fb769-c97f-f91d-d56a-bd3151ef55ee,Bradley University,BS,Marketing,1989-01-01,1993-01-01,True
b85f75a3-e2a5-2983-6dc0-1aa3cf7f39f2,462fbd8d-7c58-73c7-e230-78d773c7dd1f,University of Connecticut,BS,Computer Science,1974-09-01,1978-08-01,True
785dee57-ebf9-4a75-2be0-330727574a89,d2b9fa41-e55e-b5e6-7247-787f4f98e4ee,Peking University,MS,MIS,1989-09-01,1992-07-01,True
e25ea751-0a8d-8303-389f-44b5b7a54cd6,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,MS,Nuclear Engineering,1991-01-01,1995-01-01,True
1ef86f93-8e58-f233-5cd3-4dc44432b210,5a1a33b8-6d12-8ed5-1dd8-942ab9786186,National Autonomous University of Mexico,unknown,Mathematics,1985-01-01,1989-01-01,True
1ef86f93-8e58-f233-5cd3-4dc44432b210,1b483736-ba8b-3bcc-df47-403f4ac73848,University of Waterloo,unknown,Computer Science,1992-01-01,1996-01-01,True
1ef86f93-8e58-f233-5cd3-4dc44432b210,1b483736-ba8b-3bcc-df47-403f4ac73848,University of Waterloo,unknown,Computer Science,1986-01-01,1990-01-01,True
730244fe-2cf7-2c3e-f815-190852373f20,6ae9957a-8fb4-0ab1-73fa-dd547c4d3da4,Washington University in St. Louis,BA,Anthropology,2000-01-01,2004-01-01,True
4b8db60c-4e93-7027-e2a6-8a0d57504c7f,ba41dfcf-d4e2-e826-ad6c-045a2539be27,Simon Fraser University,BBA,"Marketing, Economics",2002-01-01,2006-01-01,True
360ef962-fec4-546d-e341-55d060505d9e,cb94794e-ffeb-7d89-b1b4-74013f52ac31,Rutgers University,BS,Mechanical Engineering,1988-01-01,1992-01-01,True
360ef962-fec4-546d-e341-55d060505d9e,9e049c7e-1219-bdb0-9f55-76f4c45d6ba6,Cornell Johnson Graduate School of Management,MBA,Business,1996-01-01,2000-01-01,True
360ef962-fec4-546d-e341-55d060505d9e,a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin,MSE,Robotics,1991-01-01,1995-01-01,True
84d18f1e-7e93-a7cb-a0f6-dea2c85ad18e,b6474ab8-1cea-e73c-54ba-36c08e357917,"University of California, Los Angeles",BA,Classical Civilizations,1989-01-01,1993-01-01,True
42561288-7086-7393-900b-e0c74d7d6314,856b65d7-1ce3-7893-96f5-9dfc88f6c741,Dartmouth College,AB,Computer Science,1989-01-01,1993-01-01,True
e0ba8b46-ff1b-46e4-1b4c-19cd011a271a,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,BA,Government,1965-01-01,1969-01-01,True
927224f9-c4c6-87ae-9adf-d165d9c51246,ccd3b3d0-044a-274e-e680-2ea6461dcd16,Olivet College,BS,Business,1995-01-01,1999-01-01,True
04b739ba-e0ae-ad6b-13b1-cc1844073936,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,BS,Computer Science,1997-01-01,2001-01-01,True
ed13cd36-fe2b-3707-197b-0c2d56e37a71,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BS,Electrical Engineering/Computer Science,1990-01-01,1994-01-01,True
ed13cd36-fe2b-3707-197b-0c2d56e37a71,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BS,Applied Mathematics,1990-01-01,1994-01-01,True
cd0a1fdf-230f-ca40-c2bc-28fcd44da137,9ce45237-a82d-80e8-b4d4-2a2b7dd8d9db,Bowdoin College,B.A,Computer Science,1997-01-01,2001-01-01,True
b0a083f2-34b4-6233-1269-988d816e41f6,28b0336f-4f5a-8227-ebde-c3e1f726841a,Iowa State University,BS,Marketing,1991-01-01,1995-01-01,True
66e8f3b9-8a30-d2e6-94a8-278cf114ce4b,e8e7cc87-bca7-dbbf-84a1-7087fa319430,University of Portsmouth,MS,Internet Systems Development,2002-01-01,2006-01-01,True
e15a7433-6abe-7596-35ee-36a1f00d4f03,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,Business Administration,1989-01-01,1993-01-01,True
e15a7433-6abe-7596-35ee-36a1f00d4f03,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BA,"English, Math/Computer Science",1989-01-01,1993-01-01,True
3ba9203f-c79b-3166-2183-c1d690f00bcb,84d690d3-432f-1f30-ab79-16e78adffe52,University of Illinois Urbana-Champaign,BS,Computer Science,1989-01-01,1993-01-01,True
26a7a1bd-ae04-a3fe-d05f-6b12fcb64d41,eba7687d-481a-4164-6ab3-ca39d430478e,University of Cape Town,Bachelors,"Actuarial Science, Economics & Statistics",1991-01-01,1994-01-01,True
26a7a1bd-ae04-a3fe-d05f-6b12fcb64d41,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,M.B.A.,Business,1998-01-01,2000-01-01,True
94f0c753-e73f-36dc-7964-03d6f09a4c1d,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Symbolic Systems,1993-01-01,1997-01-01,True
94f0c753-e73f-36dc-7964-03d6f09a4c1d,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MS,Computer Science,1995-01-01,1999-01-01,True
029ebde3-3a1f-14ed-ad16-6344bd248e48,593ffca0-634d-477c-91fb-7045f514075c,University of Southern California Marshall School of Business,MBA,Business,1993-01-01,1997-01-01,True
44d004ac-0f2f-72ce-8828-03709e7a38be,5423dc71-d3cc-f43a-8c62-eabe7a8495db,University of Exeter,BA,Business Management,1996-01-01,2000-01-01,True
44d004ac-0f2f-72ce-8828-03709e7a38be,adc008d9-c19a-c41f-6f37-b96510645031,Nottingham Trent University,MS,Law,1999-01-01,2003-01-01,True
630c69bf-2ff7-c492-7df4-56bc5ccd41dc,856b65d7-1ce3-7893-96f5-9dfc88f6c741,Dartmouth College,BS,Engineering,1998-01-01,2002-01-01,True
630c69bf-2ff7-c492-7df4-56bc5ccd41dc,856b65d7-1ce3-7893-96f5-9dfc88f6c741,Dartmouth College,MS,Engineering Management,2000-01-01,2004-01-01,True
e8bc4eb6-cb09-5761-a67e-a8e571ad332d,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,BS,Electrical Engineering,1986-01-01,1990-01-01,True
e8bc4eb6-cb09-5761-a67e-a8e571ad332d,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,MBA,Business,1992-01-01,1994-01-01,True
61ef9a31-f184-6c4c-0325-c8ec0ba4dcdf,1a380593-fb9d-7f7b-ae67-784ce3ff3690,Rochester Institute of Technology,BA,unknown,1990-01-01,1994-01-01,True
e33d9d45-1dfa-4015-08f1-e6c275e5cad7,bfa1f88d-050b-9298-13fa-3888c3190fe5,Rensselaer Polytechnic Institute,BS,Information Technology,1998-01-01,2002-01-01,True
1dfbc8d2-e184-a06d-9dbc-a3e6c0714766,f5ce3e37-7959-d604-71c7-90e860644052,Lehigh University,BS,unknown,1994-01-01,1998-01-01,True
5130ae81-baaf-fd8e-7a21-129967ff6f4a,37e3f455-b8b2-9f5f-5e19-dcf4a247fc65,University of Chicago,MBA,unknown,1986-01-01,1990-01-01,True
8fe74f4e-6f44-be96-289b-7876d9f02208,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MS,Engineering Economic Systems & Operations Research,1990-01-01,1994-01-01,True
8fe74f4e-6f44-be96-289b-7876d9f02208,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BA,Economics,2003-01-01,2007-01-01,True
d65f657e-4f2e-0675-c94a-aa03f6cc6e16,e72aab01-fbef-7d21-ac1d-84ee1413fddd,University of Pennsylvania,BSE,Computer Engineering,1999-01-01,2003-01-01,True
6c23f23f-8582-7f1b-9d01-9127658c2d54,e596515e-38e2-c9c0-7584-a46a8b1ff871,Cornell University,BA,Economics,2003-01-01,2006-01-01,True
bba08143-6b49-ac22-589c-e366e2ea911d,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,B.S.,Electrical Engineering & Computer Science,1994-01-01,1998-01-01,True
bba08143-6b49-ac22-589c-e366e2ea911d,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,MBA,unknown,2003-01-01,2005-01-01,True
40e56bf5-c8cd-d12b-104c-b04408645dd9,5f84d9fa-78fd-14b0-d335-5ac3561cdc0a,Northeastern University,B.S,International Business Adminitration and Finance,1982-01-01,1987-01-01,True
167ff660-cbdb-0de7-911c-86086a14d098,0503e361-f5de-7503-93e2-a6863fcf6349,Boston College Law School,JD,Law Magna Cum Laude,1979-01-01,1983-01-01,True
167ff660-cbdb-0de7-911c-86086a14d098,fd3759ee-9f14-b6d9-03fb-173ce84dc70d,Tufts University,MA,American Government & Public Policy,1976-01-01,1980-01-01,True
167ff660-cbdb-0de7-911c-86086a14d098,fd3759ee-9f14-b6d9-03fb-173ce84dc70d,Tufts University,BA,Political Science Magna Cum Laude,1975-01-01,1979-01-01,True
042392a1-d946-6b7b-4d3f-219b54aa47f8,a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin,BS,Radio-Television-Film,1994-01-01,1998-01-01,True
339ca0ca-d12c-a5ae-ff92-d66c715eefe4,fd3759ee-9f14-b6d9-03fb-173ce84dc70d,Tufts University,BS,Engineering,1993-01-01,1997-01-01,True
339ca0ca-d12c-a5ae-ff92-d66c715eefe4,0f6f5605-0991-02a7-85d9-2c5cad9e0e8b,Yale Law School,JD,unknown,2002-01-01,2006-01-01,True
686c5956-e031-8bfb-4681-40a8e1794e42,8bf7bdb1-944f-b59c-33e0-f2f06b2d19cc,Swarthmore College,BA,Sociology & Anthropology,1996-01-01,2000-01-01,True
686c5956-e031-8bfb-4681-40a8e1794e42,269fb558-6dab-3525-c28c-f6c1bb2f9687,Emory University,MD,Medicine,2001-01-01,2007-01-01,True
c1b1eb77-1761-6c2f-fb9e-9022fb96dfe6,1f3bca1f-6d6b-00ea-4ec9-c4f46849448c,Columbia Business School,MBA,"Entrepreneurship, Marketing & Management",2004-01-01,2008-01-01,True
c1b1eb77-1761-6c2f-fb9e-9022fb96dfe6,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,Economics,1998-01-01,2002-01-01,True
2a8ff05d-923b-9b2e-3726-90627182a2e1,8466a999-e63f-bf97-e508-e039f9262819,University of Denver,MBA,Marketing,2001-01-01,2005-01-01,True
2a8ff05d-923b-9b2e-3726-90627182a2e1,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,BA,Communications - School of Journalism,1997-01-01,2001-01-01,True
d598d150-1f74-515b-5114-8cf65a6a34fd,84d690d3-432f-1f30-ab79-16e78adffe52,University of Illinois Urbana-Champaign,BS,Computer Science,1975-01-01,1979-01-01,True
442497e6-43ea-3883-1981-0466192047a5,7b184184-fa91-a76e-ef51-9d6bb4baa880,Boston College,BA,"Romance Languages (French), International Relations, Philosophy",1983-01-01,1987-01-01,True
c2bfaa69-3a01-1250-19ac-3fd14dbb91e1,cb94794e-ffeb-7d89-b1b4-74013f52ac31,Rutgers University,B.A.,Psychology,1972-01-01,1976-01-01,True
41d3acbb-9d68-ba0b-ee46-2e24f24bad62,b6a118a6-de98-0af5-3c6f-9209f70da732,Western University,B.Sc.,Microbiology & Immunology,1984-01-01,1988-01-01,True
e229d3d3-2e7b-7df0-082e-1d70fcd025fa,f23fd798-2cc4-426e-c670-13e81ba24806,Northwestern University,BA,Computer Science,1985-01-01,1989-01-01,True
14a7e65f-a951-7ae0-4ab9-3b8ae2720d09,dcb99002-9225-c513-27c6-9002b6103bc0,Yale University,BS,Computer Science,1998-01-01,2002-01-01,True
e35fe922-112b-73da-9a39-530197ea111f,f23fd798-2cc4-426e-c670-13e81ba24806,Northwestern University,BS,Computer Science,1999-01-01,2003-01-01,True
2293e905-2d73-3677-24a5-718de9706c89,f23fd798-2cc4-426e-c670-13e81ba24806,Northwestern University,BA,Computer science,1999-09-01,2003-06-01,True
6ea66924-c3d2-4064-8237-bda3bbb56c02,3cce261e-0d26-1949-2e12-d729cd3c5e11,Technical University of Košice,unknown,unknown,1993-01-01,1997-01-01,True
0c4e004f-513a-8c55-66af-19a2c264c928,6599f877-7c83-0c47-b05b-dbedd3db7b3a,Massachusetts Institute of Technology,unknown,Electrical Engineering & Computer Science,1996-01-01,2000-01-01,True
aab300f0-1a85-f529-962e-d95799cb88b1,02f57eff-5a7e-2493-0d2d-2d61d3186ce7,Oregon State University,BS,Computer Science,1993-01-01,1997-01-01,True
07fbcc5a-6182-853c-9ee4-e8ab3eb7b657,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,East Asian Languages (Japanese),1988-01-01,1992-01-01,True
d1520373-855d-d284-81eb-f7e54ad2f631,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,BA,English and American Literature & Language,1978-01-01,1982-01-01,True
a8ca271d-5488-c34c-71b9-1869dfb8c678,e72aab01-fbef-7d21-ac1d-84ee1413fddd,University of Pennsylvania,BS,Economics,1998-01-01,2002-01-01,True
c811d889-6b0b-4633-7d39-6a4932d43d2c,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,BS,"Computer Science, Mathematics, Physics",1979-01-01,1983-01-01,True
c811d889-6b0b-4633-7d39-6a4932d43d2c,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,MS,Computer Science,1980-01-01,1984-01-01,True
8a8c2de6-d763-8906-5089-769a55124f77,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Mathematics and Comparative Literature,1970-01-01,1974-01-01,True
8a8c2de6-d763-8906-5089-769a55124f77,27d93feb-18cc-29f9-2991-f478b42a3577,University of Rochester,Ph.D,Computer Science,1976-01-01,1980-01-01,True
97ad04c7-7e75-c95a-d2ed-491fe629087d,6cca2a58-6c3c-9abb-5380-6de702a56710,Carnegie Mellon University,Ph.D,Computer Science,1973-01-01,1977-01-01,True
88cb5b9c-a755-2267-0d5d-e41b8236c9b1,ec74a4ae-156b-5cba-82be-7922964ca376,University of Oxford,M.A.,History,1973-01-01,1976-01-01,True
1238a987-c794-c476-fb9d-54267498e9c5,10f9a25b-9675-2281-486e-a52955c706df,University of California Berkeley,BA,French Economics and Literature,1981-01-01,1985-01-01,True
45a46cfb-1e5f-168b-fe39-14dcd55f4d7e,f2f5edca-be20-45cd-14a3-9b297ad8e0a3,University of Missouri,BS,Computer Science,1993-01-01,1997-01-01,True
78ae5462-896b-7180-9d8b-3298f7d54ff8,a0ec6b50-fbac-ec3a-6154-6016f5f470ae,University of San Diego,JD,JD,1992-01-01,1996-01-01,True
78ae5462-896b-7180-9d8b-3298f7d54ff8,c6caddd3-9342-a332-040e-fb94fe607fbb,"University of California, Santa Barbara",BA,Law and Society,1986-01-01,1990-01-01,True
1da8076f-e34e-c982-480e-6c7a558a0c01,25fc63c8-4e27-a505-fbc5-9da1cc47f24c,International Academy of Design and Technology,AS,Interactive Media,1997-01-01,2001-01-01,True
45a46cfb-1e5f-168b-fe39-14dcd55f4d7e,64762349-1a0d-1df5-b568-0a3efd2340d5,"University of Missouri, St Louis",BS,Computer Science,1991-01-01,1995-01-01,True
029ebde3-3a1f-14ed-ad16-6344bd248e48,99228a79-a265-bd1e-9fd6-f060080e302a,University of Washington,BA,Finance,1984-01-01,1988-01-01,True
f38a9287-bb0f-1f1b-966e-f81d667e831c,6a85b4e2-3b34-b306-f457-786c8dc06dc6,Ecole centrale de Lyon,MS,Computer Science,1989-01-01,1993-01-01,True
cff637f6-c07b-0472-de50-45a8203094e5,e72aab01-fbef-7d21-ac1d-84ee1413fddd,University of Pennsylvania,BS,Digital Media Design (Computer Science),2003-01-01,2007-01-01,True
cff637f6-c07b-0472-de50-45a8203094e5,7300e89a-2e8e-23d3-3e9a-8f25b2a127f0,Wharton School of the University of Pennsylvania,BS,Finance,2003-01-01,2007-01-01,True
b9448703-297f-3510-d706-b60b4b74825d,630773ca-bbdf-bb41-2985-41a23ffdd01a,Harvard Business School,MBA,MBA,2004-01-01,2006-01-01,True
c6f40d57-ab69-36dc-0e34-47488ffdebb0,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,MBA,Business,1995-01-01,1999-01-01,True
538e6097-768e-0471-59c6-01bc955a9531,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University,BA,Computer Science,1991-01-01,1995-01-01,True
f69e4268-659a-c795-a6e9-7ec0b044e3e8,7b184184-fa91-a76e-ef51-9d6bb4baa880,Boston College,BS,unknown,1987-01-01,1991-01-01,True
cff7df90-4bd4-5657-e088-9344e38d2826,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BA,Economics,1984-01-01,1988-01-01,True
9b92e54d-9b7c-ddf0-4c02-7b965c5f065d,157cca5f-effb-518b-56bc-861365679fb4,University of Central Florida,BA,Technical Writing,1990-01-01,1994-01-01,True
fe5bdadc-2512-5429-c0f2-6e2f4853f53d,72b46519-8a02-28e2-b6c4-e2c92c1ebb69,University of Victoria,B.Com,Business,1991-01-01,1995-01-01,True
f5e49291-3aef-7f5e-cef4-b006fee04729,6c7f7d63-3950-a6b1-3b02-d15d0f0e93dd,Moscow State University,Ph.D,Mathematics,1990-01-01,1994-01-01,True
f5e49291-3aef-7f5e-cef4-b006fee04729,6c7f7d63-3950-a6b1-3b02-d15d0f0e93dd,Moscow State University,unknown,Mathematics,1977-01-01,1981-01-01,True
6ceab1c0-b65b-3b6d-8df4-3fd3802ec468,04686bfd-4744-0676-9364-2fea83e8ea0d,Hamilton College,BA,Computer Science,1997-01-01,2001-01-01,True
83408029-c562-654b-f274-9ee1eeb5c3cc,8979e1d4-d20d-4ff3-d16f-b79ea5efffb1,UCLA Anderson School of Management,MBA,Technology Marketing,1993-01-01,1997-01-01,True
746537db-9846-e4d7-9cc0-1f5db25eb255,6a64a9ba-0bac-2722-8cd4-7b0b664880a1,Grinnell College,BA,Computer Science,1996-01-01,2000-01-01,True
c5c101fe-7ca2-f1a6-f3d0-d374e21b06d6,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,unknown,2003-01-01,2007-01-01,True
