investment_type,announced_on,raised_amount_usd,post_money_valuation_usd,investor_count,org_uuid
seed,2007-04-15,15000.0,0.0,1.0,1321649b-74c2-76eb-fc01-2f38ffcdf9ff
series_a,2006-03-27,8500000.0,0.0,3.0,da372c94-3d71-305e-48ca-382250448ec8
series_a,2007-08-01,0.0,0.0,1.0,ff9aad78-dde3-4857-fea6-66e5c1ce98dd
angel,2006-02-01,1000000.0,0.0,1.0,f1f92e31-3440-8a82-9508-8e5e32dfd212
series_a,2006-06-01,8930000.0,0.0,2.0,8c57c3c2-e65b-e45b-c754-89dc9f85580a
series_b,2007-03-01,12000000.0,0.0,3.0,8c57c3c2-e65b-e45b-c754-89dc9f85580a
series_a,2007-06-01,3500000.0,0.0,5.0,9b6d3860-edaa-a093-4732-54c98a82803e
series_c,2007-08-01,30000000.0,0.0,8.0,634a9431-ca3d-26f5-8483-e6852101c2ea
series_b,2006-08-01,20000000.0,0.0,6.0,634a9431-ca3d-26f5-8483-e6852101c2ea
series_a,2007-02-01,4500000.0,0.0,1.0,427ad1b8-60ba-9b7a-6e1e-a8a9ea0a38f4
series_a,2004-12-01,440000.0,0.0,2.0,2de58f76-bbba-cbab-01d4-f1d3b63cddc4
series_b,2005-06-01,1000000.0,0.0,0.0,2de58f76-bbba-cbab-01d4-f1d3b63cddc4
series_c,2006-05-01,4100000.0,0.0,1.0,2de58f76-bbba-cbab-01d4-f1d3b63cddc4
series_a,2007-12-19,18000000.0,0.0,5.0,2c022ee7-ed83-b713-bb21-e16e49d5b622
seed,2007-04-15,15000.0,0.0,1.0,9e3b3170-f33c-ed69-760e-eef17b2a7ff6
series_b,2006-03-01,2000000.0,0.0,1.0,3b80fbcc-bf72-de7f-c74f-2973e358ea94
series_c,2007-03-01,1500000.0,0.0,1.0,3b80fbcc-bf72-de7f-c74f-2973e358ea94
series_a,2006-06-01,0.0,0.0,1.0,d72b3ad9-64ea-0e05-f55f-bf9d8f82c534
series_a,2007-08-01,36600000.0,0.0,3.0,992a336f-6710-fc12-5856-15bdd1a6eb5c
series_a,2006-01-01,5000000.0,0.0,3.0,9964e4ba-5128-c82e-421f-ce9b398fe4de
series_b,2007-01-01,16000000.0,132000000.0,5.0,9964e4ba-5128-c82e-421f-ce9b398fe4de
series_a,2006-11-15,5100000.0,0.0,1.0,6db1e334-c71d-d6d4-e6ea-4281d3bc1186
series_a,2005-11-01,4000000.0,0.0,2.0,a94a240a-9929-424b-7aeb-74e3b8d3b2dd
series_b,2006-04-01,8700000.0,0.0,3.0,a94a240a-9929-424b-7aeb-74e3b8d3b2dd
series_a,2005-07-01,2250000.0,0.0,1.0,f0c65c5c-30f9-896e-f6d7-acd6026acd2e
series_b,2006-07-01,15000000.0,0.0,2.0,20c1a9ac-9efc-049a-3618-5a24fb05a89e
series_b,2007-08-01,12000000.0,0.0,4.0,b94dd8d9-a918-4d94-8373-e4ca6c7d34b7
series_a,2007-08-01,2000000.0,0.0,1.0,c2fb56f0-4fc7-ae37-deca-02c2dfe1edf2
series_a,2006-08-01,9500000.0,0.0,2.0,b511c660-5bea-3583-4987-af99b38aec0d
series_a,2006-11-01,6000000.0,0.0,3.0,35c99bab-7b68-7ebf-b28c-0d64132a2489
seed,2005-01-01,0.0,0.0,2.0,886dac3f-800a-9b51-c221-9df4133586fa
series_a,2005-03-01,0.0,0.0,2.0,886dac3f-800a-9b51-c221-9df4133586fa
series_b,2005-11-01,3300000.0,0.0,1.0,886dac3f-800a-9b51-c221-9df4133586fa
series_c,2006-06-01,10000000.0,0.0,1.0,886dac3f-800a-9b51-c221-9df4133586fa
seed,2005-10-05,200000.0,0.0,2.0,d1af53ec-866d-eda9-23db-429866757fec
series_b,2007-08-01,10300000.0,0.0,3.0,2dd3505d-af7d-47e5-233c-5932574aa211
series_a,2006-07-01,7000000.0,0.0,2.0,2dd3505d-af7d-47e5-233c-5932574aa211
series_unknown,2014-11-26,5000000.0,0.0,4.0,95b566c0-b31a-4586-23f8-5eee072ea621
series_b,2006-01-01,3500000.0,0.0,4.0,95b566c0-b31a-4586-23f8-5eee072ea621
series_a,2006-03-01,5000000.0,0.0,2.0,daf5289d-6361-a812-9496-53bddf52d7cf
private_equity,2007-10-01,16500000.0,0.0,4.0,daf5289d-6361-a812-9496-53bddf52d7cf
series_b,2007-08-01,11000000.0,0.0,4.0,dcc53901-5c7d-dc0b-e67a-ef7ddede5a61
series_a,2006-06-01,6000000.0,0.0,2.0,dcc53901-5c7d-dc0b-e67a-ef7ddede5a61
series_a,2007-07-01,0.0,0.0,2.0,3018d689-6315-a660-860c-176bcf1aea7d
angel,2002-01-01,0.0,0.0,1.0,5e96c2a8-d04e-0f06-84da-f4bd4943f74d
series_b,2004-12-01,11830000.0,0.0,3.0,5e96c2a8-d04e-0f06-84da-f4bd4943f74d
seed,2005-04-01,0.0,0.0,10.0,b6786d44-5bac-b00a-32ab-067fc845c173
angel,2007-01-01,657596.0,0.0,1.0,e2e99039-392f-fd5c-4edf-2902f938c4ea
series_b,2004-10-01,10000000.0,0.0,2.0,e05eaeb6-f3d4-74be-d0ec-6d1ab050492e
series_c,2006-03-01,12000000.0,0.0,2.0,e05eaeb6-f3d4-74be-d0ec-6d1ab050492e
series_a,2007-05-01,650000.0,0.0,5.0,8adae63e-fac9-89fc-fcdf-3f161498ddd0
series_a,2005-09-01,8750000.0,0.0,1.0,7066da9d-c52d-a95a-c34f-937f7667efc9
series_b,2006-12-01,20000000.0,0.0,2.0,7066da9d-c52d-a95a-c34f-937f7667efc9
series_c,2006-07-01,70000000.0,0.0,3.0,89a3d976-2695-86fb-1e2b-fa0e46517639
series_b,2004-08-01,15000000.0,0.0,3.0,89a3d976-2695-86fb-1e2b-fa0e46517639
series_c,2006-11-01,30000000.0,0.0,6.0,89a3d976-2695-86fb-1e2b-fa0e46517639
series_a,2007-03-22,1000000.0,0.0,4.0,51ef0cda-09c1-f1ce-3a68-42319f27b4ce
series_b,2007-08-01,5000000.0,0.0,5.0,51ef0cda-09c1-f1ce-3a68-42319f27b4ce
seed,2007-04-15,15000.0,0.0,1.0,541cf2e7-5123-3f5d-8328-b7052c7e8d3c
seed,2007-04-15,15000.0,0.0,1.0,f8af0817-50c5-0b9d-8613-7b2af0b89a28
seed,2007-06-01,15000.0,0.0,1.0,a9c0d789-322f-73a1-c5fe-893a6bd378fc
seed,2007-04-15,15000.0,0.0,1.0,a53970c2-0e5d-636e-1d06-6083a4fe7d90
seed,2007-08-01,15000.0,0.0,1.0,65a193d2-c777-ee85-b30b-d000793b2187
seed,2007-04-15,15000.0,0.0,1.0,6febb010-e6f0-a6c4-2283-44e954980ba0
seed,2007-04-15,15000.0,0.0,1.0,9d92578e-a7df-6e08-296f-4f0be4191339
seed,2007-06-01,15000.0,0.0,2.0,354446ed-9a91-8613-b6f9-9da5decbea67
seed,2007-10-01,10000.0,0.0,1.0,0a5b0457-f37c-ac5c-5d24-b1e6fb50c64b
series_a,2010-12-01,1000000.0,0.0,1.0,e212a930-25b3-2de3-3c6c-19f0965fcb47
seed,2007-01-01,0.0,0.0,1.0,ab360f00-7e63-6e1d-8fd0-290325d567d7
series_a,1999-06-07,25000000.0,100000000.0,8.0,6acfa7da-1dbd-936e-d985-cf07a1b27711
seed,2007-08-01,1000000.0,0.0,5.0,60eb7215-061c-03cd-fdc5-b64a2bddbf5a
series_a,2006-04-01,0.0,0.0,1.0,27437037-21b1-bdf7-e911-d0c5c7984058
seed,2007-08-01,0.0,0.0,1.0,f345cad2-9144-52ab-a116-982aaa4c609c
series_b,2007-08-01,30000000.0,0.0,4.0,20c1a9ac-9efc-049a-3618-5a24fb05a89e
series_a,2007-08-01,5500000.0,0.0,1.0,d49f849d-29e1-3b1a-098e-f44cb6eb923e
series_a,2007-08-21,6500000.0,0.0,2.0,e78fd8b6-347f-eecf-b569-0d155627a1c5
series_a,2006-09-01,3849016.0,0.0,1.0,f2452706-218e-46cc-b3fa-4d1f11ca2198
angel,2007-01-01,250000.0,0.0,3.0,76e99ee7-8fae-b091-4710-e13b76b12f30
angel,2007-06-01,1000000.0,0.0,2.0,d0515f69-4fc4-aff3-61b7-05c83efb6551
series_a,2005-12-01,5600000.0,0.0,1.0,85f021c5-877c-6ffc-c055-9324fe04a663
series_a,2005-07-01,8900000.0,0.0,3.0,1eb828c4-af27-6967-4508-5ccffc69a863
series_a,2005-02-01,7000000.0,0.0,3.0,ac32bb92-c70a-d1de-3703-e285c46ecdb5
series_a,2004-06-01,7500000.0,0.0,2.0,6b77b3c7-d804-aedd-b889-89273c72bbf8
series_a,2005-11-01,4000000.0,0.0,1.0,2e635eae-f9b3-3adc-bb1a-4f02597de101
series_b,2005-02-01,14000000.0,0.0,1.0,96227e0d-4879-94a1-fc65-96d485f60746
seed,2003-08-01,800000.0,0.0,1.0,54e625c8-3f27-cd64-d7c6-cfd2b96a5a5a
series_b,2004-10-06,8500000.0,0.0,2.0,54fd6601-03d0-6ff4-df1a-1013ce4386f6
series_a,2005-02-01,5600000.0,0.0,2.0,e8802b0d-823c-c171-8f7d-b5e4dc83d864
series_a,2003-07-01,1500000.0,0.0,4.0,ec74826e-c72e-a898-d676-f710724dd73d
series_b,2004-09-01,11800000.0,0.0,6.0,ec74826e-c72e-a898-d676-f710724dd73d
series_b,2007-05-01,10000000.0,0.0,6.0,6b77b3c7-d804-aedd-b889-89273c72bbf8
series_a,2007-08-01,17500000.0,0.0,3.0,f65b1a25-260d-fe24-c3bc-d94a50565cbf
series_a,2001-03-01,22900000.0,0.0,5.0,f2b7daff-a5eb-a60f-f003-9af2f7b9f6c9
series_b,2007-08-01,4500000.0,0.0,1.0,f9e299c3-c7a7-bbbe-b67b-cd5a82274d35
series_a,2004-01-13,8400000.0,0.0,2.0,d8c3cb7b-e279-d2fd-0062-1f58894ede20
series_b,2004-08-16,13000000.0,0.0,4.0,d8c3cb7b-e279-d2fd-0062-1f58894ede20
series_a,2000-06-01,3000000.0,0.0,1.0,61a357f9-24ac-5159-9b71-bf09855d961b
series_b,2004-11-01,110000000.0,460000000.0,4.0,61a357f9-24ac-5159-9b71-bf09855d961b
series_b,2003-10-01,13000000.0,0.0,4.0,2a5fa1db-4075-04fb-d76c-372158a3a2c8
series_a,2001-03-01,3000000.0,0.0,2.0,798e2796-caa2-a47f-3053-e9d82db1d2b3
series_a,2004-11-01,8400000.0,0.0,1.0,cfd8bafd-5db7-7a33-6c55-36f905ae627f
series_a,2004-08-01,5200000.0,0.0,2.0,d98d9b6d-40b9-a475-9d16-8bb9f39f054d
series_unknown,2014-01-09,1000000.0,0.0,1.0,e62b140b-2321-d4b5-a74c-19d989be276b
series_b,2003-11-01,5300000.0,0.0,1.0,e62b140b-2321-d4b5-a74c-19d989be276b
series_a,2005-01-01,5000000.0,0.0,1.0,96fcf356-87e6-5515-4898-ac5217f19c57
series_a,2003-12-01,3000000.0,0.0,1.0,c3f42cfe-9b3b-86e6-4666-b37251f82f3f
series_b,2005-02-01,8600000.0,0.0,1.0,c3f42cfe-9b3b-86e6-4666-b37251f82f3f
series_a,2004-10-01,4000000.0,0.0,1.0,f289b817-a016-81e7-1229-22c315e3bf67
seed,2006-05-01,3500000.0,0.0,2.0,b7a82064-c3fd-ddd9-1bae-5c36e1202468
series_a,2007-08-01,5000000.0,0.0,2.0,b7a82064-c3fd-ddd9-1bae-5c36e1202468
series_a,2004-03-01,250000.0,0.0,1.0,2b8bde44-62f9-d833-cf15-40b7360e9440
series_b,2004-06-01,2000000.0,0.0,1.0,2b8bde44-62f9-d833-cf15-40b7360e9440
series_a,2005-10-01,25000000.0,0.0,1.0,f1c40ec4-78df-3bf5-7e39-f05181ff1702
series_a,2004-11-01,10500000.0,0.0,2.0,05922758-a3de-ad6d-8c9f-6f7e1529da69
debt_financing,2005-06-10,4000000.0,0.0,4.0,05922758-a3de-ad6d-8c9f-6f7e1529da69
series_b,2007-05-01,8900000.0,0.0,3.0,ba547ada-b8e0-1a9a-c553-47cb3b9bbcad
series_a,2006-10-12,1200000.0,0.0,3.0,ba547ada-b8e0-1a9a-c553-47cb3b9bbcad
series_b,2005-12-01,5700000.0,0.0,3.0,6a4a2e74-0801-24b7-d755-881b07025f17
series_a,2000-06-01,15000000.0,0.0,3.0,e87b7a54-037d-8030-e103-01569a84564a
series_b,2004-03-01,23000000.0,0.0,3.0,e87b7a54-037d-8030-e103-01569a84564a
series_d,2004-10-01,20000000.0,0.0,1.0,487f91ff-e504-9c38-1879-3fc170152930
series_e,2005-06-01,15000000.0,0.0,0.0,487f91ff-e504-9c38-1879-3fc170152930
series_c,2002-05-01,7500000.0,0.0,1.0,487f91ff-e504-9c38-1879-3fc170152930
series_b,2000-01-20,1100000.0,0.0,4.0,487f91ff-e504-9c38-1879-3fc170152930
series_a,2004-03-01,40000000.0,0.0,1.0,6d082604-b4b4-fe14-0884-1d9a83ffa3a2
series_unknown,1999-10-01,60000000.0,0.0,4.0,a0d07bbb-32ee-2d8e-a875-54551dd02697
series_unknown,2002-01-01,25000000.0,0.0,1.0,a0d07bbb-32ee-2d8e-a875-54551dd02697
series_a,2005-02-01,11500000.0,0.0,2.0,923944c9-ca50-c941-a1d3-14729d244760
series_a,2004-06-01,3000000.0,0.0,2.0,4333e0ee-7959-8453-7e19-5583365e50c3
series_b,2005-06-01,9000000.0,0.0,2.0,4333e0ee-7959-8453-7e19-5583365e50c3
series_f,2005-03-01,60000000.0,0.0,1.0,aa1e8e87-3f26-f8be-a22f-f11a71eff0b7
angel,2003-12-01,8000000.0,0.0,1.0,719aa4f0-e81e-8ba6-01d1-a868e4111106
series_a,2004-07-01,6000000.0,0.0,1.0,3ac6ffe9-ac88-f835-c72f-da61eb6a8c25
series_a,2000-07-01,4200000.0,0.0,1.0,6fa4c220-b08b-1e54-0f10-d4c04cbb537c
series_a,2005-10-01,5000000.0,0.0,2.0,52850bda-8dd9-56f2-724b-9e6bce632f8a
series_c,2007-03-20,12900000.0,0.0,3.0,58562479-91c5-bcea-5aeb-80b3698a87f5
series_b,2006-03-01,15000000.0,0.0,4.0,58562479-91c5-bcea-5aeb-80b3698a87f5
angel,2006-07-01,5000000.0,0.0,1.0,58562479-91c5-bcea-5aeb-80b3698a87f5
series_a,2005-01-01,1000000.0,0.0,0.0,58562479-91c5-bcea-5aeb-80b3698a87f5
angel,2007-05-01,2000000.0,0.0,1.0,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd
series_a,2007-08-23,10260000.0,0.0,2.0,ac9ce2f6-47a1-8d6e-514e-49f7737b86fd
series_c,2002-01-02,11000000.0,0.0,8.0,0d5fbe74-779e-7e81-da82-1604051a4267
series_c,2004-10-15,18936000.0,0.0,5.0,0d5fbe74-779e-7e81-da82-1604051a4267
series_b,2007-12-01,15000000.0,0.0,3.0,9cf1e3e7-eec5-21c4-1034-7fc8befad0ce
series_unknown,2007-04-01,2000000.0,0.0,1.0,1a4d4afd-d8ef-d995-3454-8132f5c68c8d
series_a,2006-01-01,9000000.0,0.0,0.0,8efe5a00-5079-e116-28b8-5271b94b92c8
series_a,2007-05-01,3000000.0,0.0,1.0,b590dd9c-1703-fc11-d827-4c8599e58ae8
series_a,2007-05-01,4175000.0,0.0,1.0,90d176e6-11c7-4d05-37c1-70e3bdcbf6b4
series_a,2005-11-01,2000000.0,0.0,1.0,856c4ff6-88cf-337f-7fac-6eba2b14a3d5
series_a,2006-07-14,6000000.0,0.0,1.0,856c4ff6-88cf-337f-7fac-6eba2b14a3d5
series_b,2006-03-28,10000000.0,0.0,4.0,b170cc4c-eb1b-e549-4cc9-62eae6573916
series_a,2005-08-01,5000000.0,0.0,4.0,b170cc4c-eb1b-e549-4cc9-62eae6573916
series_b,2007-05-01,8000000.0,0.0,2.0,e19c5cfc-b3c3-2b42-c586-16f98faa141f
series_a,2006-01-01,3000000.0,0.0,1.0,e19c5cfc-b3c3-2b42-c586-16f98faa141f
series_a,1999-05-01,2000000.0,0.0,3.0,584d5081-79f6-83be-acc9-8b5d47cb5484
series_b,2000-01-01,10000000.0,0.0,5.0,584d5081-79f6-83be-acc9-8b5d47cb5484
series_c,2000-10-01,36000000.0,0.0,6.0,584d5081-79f6-83be-acc9-8b5d47cb5484
series_a,2007-08-27,3000000.0,0.0,2.0,be871c33-ab8f-b64b-8f34-d7753e9b67e8
series_a,2007-05-01,2500000.0,0.0,1.0,21bacb27-609e-15ea-e220-58903e9fbe13
series_a,2007-05-01,2700000.0,0.0,1.0,bdc4e66b-7210-4157-3c23-0019b926f121
series_a,2007-05-01,0.0,0.0,1.0,2d9aab7a-f5fc-7785-be20-fc4859268c34
seed,2005-06-16,750000.0,0.0,6.0,14bceed4-cc09-fbec-5b0c-cbf7cbc7b27a
series_a,2006-03-15,2200000.0,0.0,6.0,14bceed4-cc09-fbec-5b0c-cbf7cbc7b27a
series_c,2007-05-01,30000000.0,0.0,5.0,c209f6cc-c393-2610-4a18-8404e40dab1b
series_a,2007-05-01,0.0,0.0,1.0,a5a7b65f-e8b1-8a2d-ae7c-e3af83be2d48
pre_seed,2007-05-01,500000.0,0.0,1.0,216afab8-07d0-6809-9aab-08885220a175
series_c,2007-05-01,18500000.0,0.0,3.0,57d20a45-b17e-1f6a-9cfe-4b4bb7e1ab41
seed,2007-05-01,175000.0,0.0,0.0,5caab1a7-fa30-da85-a287-b7aadfda4eef
series_a,2007-05-01,7000000.0,0.0,1.0,79d9db2b-7fed-2c83-7f7b-6b2d5f798ff6
seed,2007-05-01,0.0,0.0,0.0,ea0f46c7-a2bb-81fe-07f3-613f7eeea8c3
series_a,2007-05-01,2800000.0,0.0,1.0,97a755c0-53fb-1e67-d9a4-fa95e6c5d102
series_a,2007-05-01,7000000.0,0.0,0.0,6d0cf367-439f-4647-5038-7a594c09b53a
series_a,2007-05-01,6000000.0,0.0,1.0,f9b3c639-c04b-9182-2bf2-e2bea0dcc073
series_b,2007-05-01,30000000.0,0.0,2.0,6454c1bf-11c2-a3f3-6126-735aa5661545
series_a,2005-05-01,2600000.0,0.0,1.0,4610ded1-1d78-91de-7696-3c0103010da4
series_a,2007-06-01,6000000.0,0.0,2.0,e68cfd70-01c5-40b4-3d02-55741b5d1d9c
series_c,2006-10-04,4099999.0,0.0,2.0,47f68451-c829-8645-0f76-94cbf63186fc
series_a,2007-06-07,4000000.0,0.0,4.0,80ad201b-cfb3-1f79-7059-f00c057a5877
seed,2007-05-08,1360000.0,0.0,3.0,3d332165-0fde-d6cb-0a31-54f71d8ff77b
series_b,2008-03-01,10000000.0,0.0,2.0,0523073c-9f57-8f41-905d-9d971a21a6bd
angel,2007-02-01,1000000.0,0.0,0.0,c39b1a6a-8237-1069-4621-df1c010be6e4
seed,2007-05-01,750000.0,0.0,0.0,51e7d549-c89a-ff1a-d865-7be5a8b38f05
angel,2007-05-01,1200000.0,0.0,0.0,027a72da-6ad5-1e9e-9d92-36d073471521
angel,2007-05-01,750000.0,0.0,2.0,3360a309-3692-c2ad-2b84-92c3bfcccca6
angel,2007-05-16,550000.0,0.0,0.0,62950e72-ff64-54aa-cbe0-9d5cd2bb8102
series_b,2007-05-01,5450000.0,0.0,4.0,709b2785-d7ec-4539-446c-5cd1672d979e
series_b,2007-08-28,8000000.0,0.0,2.0,72719d7e-151e-027f-fbb6-da95d4e7747e
series_a,2006-06-16,5000000.0,0.0,1.0,72719d7e-151e-027f-fbb6-da95d4e7747e
series_a,2007-08-01,10000000.0,0.0,4.0,edbfbb52-4487-1d7c-1960-7d95f2e6809e
series_a,2004-01-01,2000000.0,0.0,5.0,1a766013-4ab1-3716-24b6-95542c984430
series_b,2006-11-01,3000000.0,0.0,5.0,1a766013-4ab1-3716-24b6-95542c984430
series_c,2007-07-01,4000000.0,0.0,4.0,1a766013-4ab1-3716-24b6-95542c984430
series_a,2007-08-01,5000000.0,0.0,1.0,7ac8de1f-61b5-b1e8-d67d-6983e765b0cf
angel,2006-10-27,1000000.0,0.0,7.0,43bfb0e0-1ae0-3010-73f0-4df03f873b8a
seed,2007-05-01,5000000.0,0.0,0.0,53a472ae-7f9b-e7f2-af44-fa274a252c68
series_a,2007-05-24,0.0,0.0,2.0,05155100-b73a-4b19-60e3-8b3250307395
series_a,2001-05-01,7000000.0,0.0,1.0,e4258e9a-c543-9a50-9678-64816a44db16
series_b,2003-02-01,4000000.0,0.0,0.0,e4258e9a-c543-9a50-9678-64816a44db16
seed,2007-05-01,0.0,0.0,4.0,beee5599-848c-89a1-eef6-df1bbf0700bd
debt_financing,2007-06-01,4000000.0,0.0,1.0,e4258e9a-c543-9a50-9678-64816a44db16
series_b,2007-12-18,8500000.0,0.0,1.0,55272742-9158-69f1-31a1-364322caff54
series_b,2007-06-01,8300000.0,0.0,2.0,8e89e5ab-0f7a-15fe-c3d7-eef614ffbe23
series_a,2006-12-01,5400000.0,0.0,2.0,b5a4382e-d555-e43f-87f1-7e9ddfc0ec58
series_b,2007-06-21,2000000.0,0.0,1.0,b5a4382e-d555-e43f-87f1-7e9ddfc0ec58
series_a,2007-06-01,9500000.0,0.0,1.0,c4cadedc-c06e-7b36-a9f4-d7aa3f8ea7e6
series_a,2007-02-01,1200000.0,0.0,5.0,c8997f98-4d36-e699-6469-b56e2d4fbda6
series_a,2007-06-27,0.0,0.0,1.0,273ddce7-13c0-cd23-d982-ca5a64fbe6ad
angel,2007-06-01,0.0,0.0,0.0,086877f5-222a-6c8e-bfdc-ff2e0d6e6e1f
series_a,2006-01-01,4000000.0,0.0,2.0,ec75329b-b01c-74b4-19ec-a72bb5f21192
private_equity,2007-08-01,100000000.0,1000000000.0,1.0,e4f41fbf-eea3-2db9-0c69-cd16f5cfc0e9
series_a,2006-01-01,6300000.0,0.0,3.0,c5fef562-18c3-ae85-01bb-5bd9150efe69
series_a,2007-08-29,7500000.0,0.0,3.0,2b98ac04-afd1-b527-7b1c-14eee66c113b
series_b,2007-03-01,15000000.0,0.0,3.0,82176a6f-806b-1517-317e-1e318dca8f81
series_a,2006-09-01,3600000.0,0.0,4.0,82176a6f-806b-1517-317e-1e318dca8f81
series_b,2007-08-31,34000000.0,0.0,4.0,b511c660-5bea-3583-4987-af99b38aec0d
series_d,2007-06-01,10000000.0,0.0,5.0,a126e1d4-6a80-dfbe-73c3-4dfd8e1c903d
series_c,2005-03-01,8000000.0,0.0,5.0,a126e1d4-6a80-dfbe-73c3-4dfd8e1c903d
series_a,2005-05-01,0.0,0.0,4.0,90374c1a-7f5a-5b32-3bb8-c4e5c2d62d9d
series_a,2007-08-01,15000000.0,0.0,2.0,6d0dcf39-086e-50cf-35d2-c79775fa1eaa
series_a,2007-08-01,6000000.0,0.0,4.0,3b6d4100-8fb0-91c5-adfb-939b4d818161
series_a,2007-06-01,2500000.0,0.0,3.0,80df3170-4d47-ce89-ca3a-adc6f624adfd
angel,2007-06-01,0.0,0.0,6.0,94a83a84-b2ea-6d0a-0612-d02ea98a9c03
series_a,2007-06-01,5000000.0,0.0,4.0,7257b6c5-f783-4f30-8aaa-106522ea3479
series_a,2007-06-01,6500000.0,0.0,2.0,873876d5-6888-3784-0b1b-fae8bc84c5c1
series_b,2007-06-12,10000000.0,0.0,3.0,388b2b24-dadf-3736-6f6b-b335d3a8ac1b
series_b,2007-06-11,15000000.0,0.0,4.0,784b456a-e6db-2fb4-a1dd-eaeb17218c7e
angel,2006-12-01,300000.0,0.0,0.0,81952d75-8b48-8b4f-7916-91fa844a28f5
series_b,2007-04-01,10000000.0,0.0,2.0,d215c17e-5be2-ddf2-2ed8-25ce3ceaa9f6
series_b,2007-06-01,10000000.0,0.0,3.0,22ed8f88-ff5b-9deb-0d61-19fe93722681
series_a,2007-07-01,0.0,0.0,1.0,b6d0e281-cb4b-2cbb-bbfc-7ea15aec8c21
seed,2007-07-01,1000000.0,0.0,2.0,f3b8d5b6-8711-ad69-f0c6-d5fb2eb563d2
series_a,2007-07-01,1000000.0,0.0,1.0,eb6ee1ba-606f-f8f7-38f0-07c43c00333a
angel,2007-07-01,0.0,0.0,0.0,c7b79c3d-cb65-9841-0c46-ae6220be87a4
series_a,2007-07-01,3000000.0,0.0,6.0,d279e2f8-6980-05e3-d77c-353ecd59d6e4
series_b,2009-03-16,3500000.0,0.0,2.0,26374c80-2323-629a-7fd0-d7a69236e510
angel,2007-04-01,300000.0,0.0,0.0,2574e799-a0e6-1594-6af3-b0f9a3564a61
series_d,2007-09-01,15000000.0,0.0,5.0,95b566c0-b31a-4586-23f8-5eee072ea621
seed,2007-09-01,0.0,0.0,4.0,2e0914df-d565-6056-c42f-9c01ce48472d
seed,2007-01-01,0.0,0.0,2.0,2e0914df-d565-6056-c42f-9c01ce48472d
series_a,2004-11-01,0.0,0.0,6.0,bc1cb118-daf1-29a3-3caa-af1fbe08cbcf
series_b,2005-06-01,0.0,0.0,6.0,bc1cb118-daf1-29a3-3caa-af1fbe08cbcf
angel,2006-08-01,1500000.0,0.0,1.0,d74da2ec-cd9c-b12b-d351-01a0444aaeee
series_a,2007-03-28,2000000.0,0.0,1.0,7725980b-f1b5-6923-8b52-e495f50afb68
seed,2007-07-01,600000.0,0.0,2.0,97b3d616-9955-41a1-8ad6-d6f9696ae19c
seed,2006-01-01,0.0,0.0,1.0,e3cef985-af11-2b97-0822-aef32ff6474b
series_a,2007-01-01,0.0,0.0,1.0,4a9e55ad-3278-6350-eff8-cc7b7b38dcd9
seed,2006-04-01,0.0,0.0,8.0,4a9e55ad-3278-6350-eff8-cc7b7b38dcd9
series_b,2007-08-01,16600000.0,0.0,3.0,856c4ff6-88cf-337f-7fac-6eba2b14a3d5
series_a,2007-07-01,5000000.0,0.0,4.0,4e42856c-fc1f-0f46-a8ce-13108bf2aa7b
series_a,2007-07-26,1000000.0,0.0,1.0,c34400a5-2e95-14d8-fbdb-f8e4bb8e7d65
series_b,2007-09-01,8800000.0,0.0,4.0,8bb63939-c2f7-4619-b78b-64413c516a5d
